Timestamp,Voltage1,Current,CurrentCapacity,TotalCapacity
22991714,6.81,681.0,0.1,4428.9
22992260,6.81,681.0,0.1,4429.01
22992808,6.81,681.0,0.1,4429.11
22993359,6.81,681.0,0.1,4429.21
22993905,6.84,684.0,0.1,4429.32
22994450,6.84,684.0,0.1,4429.42
22994995,6.84,684.0,0.1,4429.52
22995540,6.84,684.0,0.1,4429.63
22996085,6.81,681.0,0.1,4429.73
22996631,6.81,681.0,0.1,4429.83
22997176,6.81,681.0,0.1,4429.94
22997722,6.81,681.0,0.1,4430.04
22998267,6.81,681.0,0.1,4430.14
22998818,6.81,681.0,0.1,4430.25
22999366,6.81,681.0,0.1,4430.35
22999912,6.81,681.0,0.1,4430.46
23000457,6.81,681.0,0.1,4430.56
23001001,6.81,681.0,0.1,4430.66
23001547,6.81,681.0,0.1,4430.76
23002093,6.84,684.0,0.1,4430.87
23002638,6.81,681.0,0.1,4430.97
23003184,6.81,681.0,0.1,4431.07
23003732,6.84,684.0,0.1,4431.18
23004277,6.81,681.0,0.1,4431.28
23004825,6.81,681.0,0.1,4431.39
23005370,6.81,681.0,0.1,4431.49
23005919,6.81,681.0,0.1,4431.59
23006464,6.84,684.0,0.1,4431.7
23007009,6.81,681.0,0.1,4431.8
23007555,6.81,681.0,0.1,4431.9
23008100,6.81,681.0,0.1,4432.01
23008649,6.81,681.0,0.1,4432.11
23009193,6.84,684.0,0.1,4432.21
23009739,6.81,681.0,0.1,4432.32
23010284,6.84,684.0,0.1,4432.42
23010832,6.81,681.0,0.1,4432.52
23011378,6.81,681.0,0.1,4432.63
23011926,6.84,684.0,0.1,4432.73
23012471,6.81,681.0,0.1,4432.83
23013017,6.81,681.0,0.1,4432.94
23013565,6.81,681.0,0.1,4433.04
23014110,6.81,681.0,0.1,4433.14
23014656,6.81,681.0,0.1,4433.25
23015200,6.84,684.0,0.1,4433.35
23015746,6.81,681.0,0.1,4433.45
23016291,6.84,684.0,0.1,4433.56
23016840,6.81,681.0,0.1,4433.66
23017384,6.84,684.0,0.1,4433.76
23017933,6.84,684.0,0.1,4433.87
23018481,6.81,681.0,0.1,4433.97
23019026,6.81,681.0,0.1,4434.08
23019572,6.81,681.0,0.1,4434.18
23020116,6.84,684.0,0.1,4434.28
23020661,6.81,681.0,0.1,4434.39
23021207,6.84,684.0,0.1,4434.49
23021753,6.81,681.0,0.1,4434.59
23022298,6.81,681.0,0.1,4434.7
23022846,6.81,681.0,0.1,4434.8
23023392,6.81,681.0,0.1,4434.9
23023943,6.81,681.0,0.1,4435.01
23024488,6.81,681.0,0.1,4435.11
23025033,6.84,684.0,0.1,4435.21
23025579,6.81,681.0,0.1,4435.32
23026123,6.81,681.0,0.1,4435.42
23026669,6.81,681.0,0.1,4435.52
23027214,6.81,681.0,0.1,4435.63
23027760,6.81,681.0,0.1,4435.73
23028305,6.81,681.0,0.1,4435.83
23028853,6.81,681.0,0.1,4435.94
23029401,6.81,681.0,0.1,4436.04
23029949,6.81,681.0,0.1,4436.14
23030495,6.81,681.0,0.1,4436.25
23031041,6.81,681.0,0.1,4436.35
23031585,6.81,681.0,0.1,4436.45
23032131,6.81,681.0,0.1,4436.56
23032676,6.84,684.0,0.1,4436.66
23033222,6.81,681.0,0.1,4436.76
23033771,6.81,681.0,0.1,4436.87
23034315,6.81,681.0,0.1,4436.97
23034860,6.81,681.0,0.1,4437.07
23035408,6.81,681.0,0.1,4437.18
23035957,6.81,681.0,0.1,4437.28
23036502,6.81,681.0,0.1,4437.38
23037047,6.81,681.0,0.1,4437.49
23037593,6.84,684.0,0.1,4437.59
23038138,6.81,681.0,0.1,4437.69
23038687,6.81,681.0,0.1,4437.8
23039233,6.81,681.0,0.1,4437.9
23039777,6.84,684.0,0.1,4438.0
23040322,6.79,679.0,0.1,4438.11
23040868,6.81,681.0,0.1,4438.21
23041416,6.81,681.0,0.1,4438.31
23041965,6.81,681.0,0.1,4438.42
23042509,6.81,681.0,0.1,4438.52
23043055,6.79,679.0,0.1,4438.62
23043604,6.81,681.0,0.1,4438.73
23044149,6.81,681.0,0.1,4438.83
23044694,6.81,681.0,0.1,4438.93
23045239,6.81,681.0,0.1,4439.04
23045784,6.81,681.0,0.1,4439.14
23046329,6.81,681.0,0.1,4439.24
23046875,6.84,684.0,0.1,4439.35
23047424,6.81,681.0,0.1,4439.45
23047971,6.81,681.0,0.1,4439.55
23048520,6.81,681.0,0.1,4439.66
23049065,6.81,681.0,0.1,4439.76
23049610,6.84,684.0,0.1,4439.86
23050156,6.84,684.0,0.1,4439.97
23050700,6.81,681.0,0.1,4440.07
23051245,6.81,681.0,0.1,4440.17
23051791,6.81,681.0,0.1,4440.28
23052337,6.81,681.0,0.1,4440.38
23052881,6.81,681.0,0.1,4440.48
23053430,6.81,681.0,0.1,4440.59
23053978,6.84,684.0,0.1,4440.69
23054526,6.81,681.0,0.1,4440.8
23055072,6.81,681.0,0.1,4440.9
23055617,6.81,681.0,0.1,4441.0
23056162,6.81,681.0,0.1,4441.1
23056707,6.81,681.0,0.1,4441.21
23057253,6.81,681.0,0.1,4441.31
23057799,6.81,681.0,0.1,4441.41
23058343,6.84,684.0,0.1,4441.52
23058892,6.81,681.0,0.1,4441.62
23059440,6.81,681.0,0.1,4441.73
23059985,6.81,681.0,0.1,4441.83
23060533,6.81,681.0,0.1,4441.93
23061079,6.84,684.0,0.1,4442.04
23061623,6.81,681.0,0.1,4442.14
23062169,6.81,681.0,0.1,4442.24
23062715,6.81,681.0,0.1,4442.34
23063261,6.84,684.0,0.1,4442.45
23063809,6.81,681.0,0.1,4442.55
23064354,6.81,681.0,0.1,4442.66
23064899,6.81,681.0,0.1,4442.76
23065447,6.81,681.0,0.1,4442.86
23065992,6.81,681.0,0.1,4442.97
23066541,6.81,681.0,0.1,4443.07
23067085,6.81,681.0,0.1,4443.17
23067631,6.81,681.0,0.1,4443.28
23068177,6.79,679.0,0.1,4443.38
23068726,6.84,684.0,0.1,4443.48
23069271,6.79,679.0,0.1,4443.59
23069815,6.84,684.0,0.1,4443.69
23070361,6.81,681.0,0.1,4443.79
23070906,6.81,681.0,0.1,4443.9
23071451,6.79,679.0,0.1,4444.0
23072000,6.81,681.0,0.1,4444.1
23072547,6.81,681.0,0.1,4444.21
23073093,6.81,681.0,0.1,4444.31
23073642,6.81,681.0,0.1,4444.41
23074187,6.81,681.0,0.1,4444.52
23074732,6.81,681.0,0.1,4444.62
23075276,6.84,684.0,0.1,4444.72
23075822,6.81,681.0,0.1,4444.83
23076367,6.81,681.0,0.1,4444.93
23076913,6.84,684.0,0.1,4445.03
23077457,6.81,681.0,0.1,4445.14
23078006,6.84,684.0,0.1,4445.24
23078557,6.81,681.0,0.1,4445.34
23079102,6.81,681.0,0.1,4445.45
23079648,6.81,681.0,0.1,4445.55
23080193,6.81,681.0,0.1,4445.65
23080738,6.81,681.0,0.1,4445.76
23081283,6.84,684.0,0.1,4445.86
23081829,6.79,679.0,0.1,4445.96
23082374,6.79,679.0,0.1,4446.07
23082919,6.81,681.0,0.1,4446.17
23083465,6.84,684.0,0.1,4446.27
23084016,6.81,681.0,0.1,4446.38
23084564,6.81,681.0,0.1,4446.48
23085109,6.84,684.0,0.1,4446.58
23085655,6.81,681.0,0.1,4446.69
23086199,6.84,684.0,0.1,4446.79
23086745,6.81,681.0,0.1,4446.89
23087290,6.81,681.0,0.1,4447.0
23087836,6.81,681.0,0.1,4447.1
23088381,6.81,681.0,0.1,4447.2
23088929,6.79,679.0,0.1,4447.31
23089475,6.81,681.0,0.1,4447.41
23090023,6.81,681.0,0.1,4447.51
23090571,6.81,681.0,0.1,4447.62
23091117,6.81,681.0,0.1,4447.72
23091661,6.81,681.0,0.1,4447.82
23092207,6.81,681.0,0.1,4447.93
23092752,6.81,681.0,0.1,4448.03
23093298,6.81,681.0,0.1,4448.13
23093847,6.81,681.0,0.1,4448.24
23094391,6.81,681.0,0.1,4448.34
23094936,6.84,684.0,0.1,4448.44
23095482,6.81,681.0,0.1,4448.55
23096030,6.81,681.0,0.1,4448.65
23096574,6.81,681.0,0.1,4448.75
23097118,6.84,684.0,0.1,4448.86
23097663,6.81,681.0,0.1,4448.96
23098209,6.81,681.0,0.1,4449.06
23098755,6.81,681.0,0.1,4449.17
23099303,6.79,679.0,0.1,4449.27
23099848,6.84,684.0,0.1,4449.37
23100393,6.84,684.0,0.1,4449.48
23100938,6.81,681.0,0.1,4449.58
23101484,6.84,684.0,0.1,4449.68
23102031,6.81,681.0,0.1,4449.79
23102577,6.79,679.0,0.1,4449.89
23103126,6.81,681.0,0.1,4449.99
23103671,6.81,681.0,0.1,4450.1
23104220,6.81,681.0,0.1,4450.2
23104764,6.81,681.0,0.1,4450.3
23105309,6.81,681.0,0.1,4450.41
23105854,6.84,684.0,0.1,4450.51
23106400,6.81,681.0,0.1,4450.61
23106946,6.81,681.0,0.1,4450.72
23107490,6.81,681.0,0.1,4450.82
23108039,6.81,681.0,0.1,4450.92
23108584,6.81,681.0,0.1,4451.03
23109135,6.81,681.0,0.1,4451.13
23109681,6.81,681.0,0.1,4451.23
23110225,6.84,684.0,0.1,4451.34
23110770,6.81,681.0,0.1,4451.44
23111316,6.84,684.0,0.1,4451.54
23111861,6.81,681.0,0.1,4451.65
23112407,6.79,679.0,0.1,4451.75
23112952,6.81,681.0,0.1,4451.85
23113497,6.81,681.0,0.1,4451.96
23114049,6.81,681.0,0.1,4452.06
23114594,6.81,681.0,0.1,4452.16
23115142,6.81,681.0,0.1,4452.27
23115686,6.84,684.0,0.1,4452.37
23116232,6.81,681.0,0.1,4452.47
23116777,6.81,681.0,0.1,4452.58
23117323,6.81,681.0,0.1,4452.68
23117868,6.81,681.0,0.1,4452.78
23118413,6.81,681.0,0.1,4452.89
23118960,6.84,684.0,0.1,4452.99
23119505,6.81,681.0,0.1,4453.09
23120050,6.81,681.0,0.1,4453.2
23120606,6.81,681.0,0.11,4453.3
23121162,6.81,681.0,0.11,4453.41
23121708,6.81,681.0,0.1,4453.51
23122253,6.79,679.0,0.1,4453.61
23122798,6.81,681.0,0.1,4453.72
23123344,6.81,681.0,0.1,4453.82
23123893,6.79,679.0,0.1,4453.92
23124438,6.81,681.0,0.1,4454.03
23124982,6.81,681.0,0.1,4454.13
23125528,6.81,681.0,0.1,4454.23
23126073,6.81,681.0,0.1,4454.34
23126622,6.84,684.0,0.1,4454.44
23127170,6.81,681.0,0.1,4454.54
23127715,6.81,681.0,0.1,4454.65
23128261,6.81,681.0,0.1,4454.75
23128809,6.81,681.0,0.1,4454.85
23129355,6.81,681.0,0.1,4454.96
23129900,6.81,681.0,0.1,4455.06
23130444,6.81,681.0,0.1,4455.16
23130990,6.81,681.0,0.1,4455.27
23131535,6.81,681.0,0.1,4455.37
23132081,6.81,681.0,0.1,4455.47
23132630,6.81,681.0,0.1,4455.58
23133177,6.81,681.0,0.1,4455.68
23133726,6.81,681.0,0.1,4455.78
23134271,6.81,681.0,0.1,4455.89
23134816,6.81,681.0,0.1,4455.99
23135362,6.84,684.0,0.1,4456.09
23135906,6.81,681.0,0.1,4456.2
23136452,6.84,684.0,0.1,4456.3
23136997,6.81,681.0,0.1,4456.4
23137543,6.81,681.0,0.1,4456.51
23138088,6.81,681.0,0.1,4456.61
23138639,6.81,681.0,0.1,4456.71
23139187,6.81,681.0,0.1,4456.82
23139733,6.81,681.0,0.1,4456.92
23140278,6.81,681.0,0.1,4457.02
23140824,6.81,681.0,0.1,4457.13
23141368,6.81,681.0,0.1,4457.23
23141914,6.81,681.0,0.1,4457.33
23142459,6.81,681.0,0.1,4457.44
23143005,6.84,684.0,0.1,4457.54
23143550,6.81,681.0,0.1,4457.64
23144098,6.81,681.0,0.1,4457.75
23144646,6.81,681.0,0.1,4457.85
23145192,6.81,681.0,0.1,4457.95
23145740,6.81,681.0,0.1,4458.06
23146285,6.81,681.0,0.1,4458.16
23146830,6.81,681.0,0.1,4458.26
23147376,6.84,684.0,0.1,4458.37
23147921,6.84,684.0,0.1,4458.47
23148467,6.81,681.0,0.1,4458.57
23149016,6.84,684.0,0.1,4458.68
23149560,6.84,684.0,0.1,4458.78
23150105,6.81,681.0,0.1,4458.89
23150653,6.81,681.0,0.1,4458.99
23151199,6.81,681.0,0.1,4459.09
23151747,6.81,681.0,0.1,4459.2
23152292,6.81,681.0,0.1,4459.3
23152838,6.81,681.0,0.1,4459.4
23153384,6.84,684.0,0.1,4459.51
23153932,6.81,681.0,0.1,4459.61
23154477,6.81,681.0,0.1,4459.71
23155021,6.81,681.0,0.1,4459.82
23155567,6.81,681.0,0.1,4459.92
23156112,6.81,681.0,0.1,4460.02
23156661,6.81,681.0,0.1,4460.13
23157206,6.81,681.0,0.1,4460.23
23157754,6.81,681.0,0.1,4460.33
23158300,6.81,681.0,0.1,4460.44
23158848,6.81,681.0,0.1,4460.54
23159394,6.81,681.0,0.1,4460.64
23159939,6.81,681.0,0.1,4460.75
23160483,6.84,684.0,0.1,4460.85
23161029,6.81,681.0,0.1,4460.95
23161574,6.81,681.0,0.1,4461.06
23162120,6.81,681.0,0.1,4461.16
23162669,6.84,684.0,0.1,4461.26
23163213,6.81,681.0,0.1,4461.37
23163765,6.81,681.0,0.1,4461.47
23164310,6.81,681.0,0.1,4461.57
23164855,6.81,681.0,0.1,4461.68
23165401,6.81,681.0,0.1,4461.78
23165945,6.81,681.0,0.1,4461.88
23166491,6.81,681.0,0.1,4461.99
23167037,6.81,681.0,0.1,4462.09
23167582,6.81,681.0,0.1,4462.19
23168128,6.81,681.0,0.1,4462.3
23168673,6.81,681.0,0.1,4462.4
23169224,6.81,681.0,0.1,4462.5
23169772,6.81,681.0,0.1,4462.61
23170317,6.81,681.0,0.1,4462.71
23170863,6.81,681.0,0.1,4462.81
23171407,6.81,681.0,0.1,4462.92
23171953,6.81,681.0,0.1,4463.02
23172499,6.79,679.0,0.1,4463.12
23173044,6.81,681.0,0.1,4463.23
23173590,6.81,681.0,0.1,4463.33
23174138,6.81,681.0,0.1,4463.43
23174683,6.81,681.0,0.1,4463.54
23175231,6.81,681.0,0.1,4463.64
23175779,6.81,681.0,0.1,4463.74
23176325,6.81,681.0,0.1,4463.85
23176869,6.81,681.0,0.1,4463.95
23177415,6.81,681.0,0.1,4464.05
23177961,6.81,681.0,0.1,4464.16
23178507,6.81,681.0,0.1,4464.26
23179055,6.81,681.0,0.1,4464.36
23179599,6.84,684.0,0.1,4464.47
23180144,6.81,681.0,0.1,4464.57
23180690,6.81,681.0,0.1,4464.67
23181238,6.81,681.0,0.1,4464.78
23181787,6.81,681.0,0.1,4464.88
23182331,6.81,681.0,0.1,4464.98
23182877,6.81,681.0,0.1,4465.09
23183423,6.81,681.0,0.1,4465.19
23183971,6.81,681.0,0.1,4465.29
23184516,6.81,681.0,0.1,4465.4
23185061,6.81,681.0,0.1,4465.5
23185606,6.81,681.0,0.1,4465.6
23186152,6.79,679.0,0.1,4465.71
23186697,6.84,684.0,0.1,4465.81
23187245,6.81,681.0,0.1,4465.91
23187793,6.81,681.0,0.1,4466.02
23188339,6.81,681.0,0.1,4466.12
23188887,6.81,681.0,0.1,4466.22
23189433,6.81,681.0,0.1,4466.33
23189978,6.84,684.0,0.1,4466.43
23190522,6.81,681.0,0.1,4466.53
23191068,6.81,681.0,0.1,4466.64
23191613,6.81,681.0,0.1,4466.74
23192159,6.81,681.0,0.1,4466.84
23192705,6.81,681.0,0.1,4466.95
23193252,6.81,681.0,0.1,4467.05
23193801,6.81,681.0,0.1,4467.15
23194349,6.81,681.0,0.1,4467.26
23194894,6.81,681.0,0.1,4467.36
23195440,6.81,681.0,0.1,4467.46
23195984,6.81,681.0,0.1,4467.57
23196530,6.81,681.0,0.1,4467.67
23197076,6.81,681.0,0.1,4467.77
23197621,6.81,681.0,0.1,4467.88
23198167,6.79,679.0,0.1,4467.98
23198712,6.81,681.0,0.1,4468.08
23199263,6.81,681.0,0.1,4468.19
23199808,6.84,684.0,0.1,4468.29
23200356,6.81,681.0,0.1,4468.39
23200902,6.81,681.0,0.1,4468.5
23201446,6.79,679.0,0.1,4468.6
23201992,6.81,681.0,0.1,4468.7
23202538,6.84,684.0,0.1,4468.81
23203084,6.81,681.0,0.1,4468.91
23203629,6.81,681.0,0.1,4469.01
23204176,6.84,684.0,0.1,4469.12
23204722,6.81,681.0,0.1,4469.22
23205270,6.81,681.0,0.1,4469.32
23205815,6.81,681.0,0.1,4469.43
23206364,6.81,681.0,0.1,4469.53
23206908,6.81,681.0,0.1,4469.63
23207454,6.81,681.0,0.1,4469.74
23208000,6.81,681.0,0.1,4469.84
23208546,6.81,681.0,0.1,4469.94
23209094,6.81,681.0,0.1,4470.05
23209638,6.81,681.0,0.1,4470.15
23210183,6.81,681.0,0.1,4470.25
23210729,6.81,681.0,0.1,4470.36
23211274,6.79,679.0,0.1,4470.46
23211823,6.81,681.0,0.1,4470.56
23212370,6.81,681.0,0.1,4470.67
23212916,6.79,679.0,0.1,4470.77
23213462,6.81,681.0,0.1,4470.87
23214010,6.81,681.0,0.1,4470.98
23214555,6.79,679.0,0.1,4471.08
23215100,6.81,681.0,0.1,4471.18
23215645,6.81,681.0,0.1,4471.29
23216191,6.79,679.0,0.1,4471.39
23216736,6.81,681.0,0.1,4471.49
23217282,6.81,681.0,0.1,4471.59
23217829,6.81,681.0,0.1,4471.7
23218378,6.81,681.0,0.1,4471.8
23218927,6.81,681.0,0.1,4471.91
23219472,6.81,681.0,0.1,4472.01
23220017,6.81,681.0,0.1,4472.11
23220562,6.81,681.0,0.1,4472.22
23221107,6.79,679.0,0.1,4472.32
23221653,6.81,681.0,0.1,4472.42
23222198,6.81,681.0,0.1,4472.52
23222744,6.81,681.0,0.1,4472.63
23223289,6.84,684.0,0.1,4472.73
23223841,6.81,681.0,0.1,4472.84
23224389,6.81,681.0,0.1,4472.94
23224934,6.84,684.0,0.1,4473.04
23225479,6.81,681.0,0.1,4473.15
23226024,6.81,681.0,0.1,4473.25
23226569,6.81,681.0,0.1,4473.35
23227115,6.81,681.0,0.1,4473.46
23227661,6.79,679.0,0.1,4473.56
23228207,6.81,681.0,0.1,4473.66
23228751,6.81,681.0,0.1,4473.76
23229299,6.81,681.0,0.1,4473.87
23229848,6.81,681.0,0.1,4473.97
23230396,6.81,681.0,0.1,4474.08
23230941,6.81,681.0,0.1,4474.18
23231486,6.81,681.0,0.1,4474.28
23232031,6.81,681.0,0.1,4474.39
23232577,6.84,684.0,0.1,4474.49
23233123,6.81,681.0,0.1,4474.59
23233669,6.81,681.0,0.1,4474.7
23234216,6.81,681.0,0.1,4474.8
23234761,6.81,681.0,0.1,4474.9
23235306,6.81,681.0,0.1,4475.01
23235855,6.81,681.0,0.1,4475.11
23236400,6.81,681.0,0.1,4475.21
23236942,6.81,681.0,0.1,4475.31
23237488,6.79,679.0,0.1,4475.42
23238034,6.81,681.0,0.1,4475.52
23238580,6.81,681.0,0.1,4475.62
23239128,6.84,684.0,0.1,4475.73
23239672,6.81,681.0,0.1,4475.83
23240218,6.81,681.0,0.1,4475.93
23240763,6.81,681.0,0.1,4476.04
23241308,6.81,681.0,0.1,4476.14
23241857,6.81,681.0,0.1,4476.24
23242402,6.79,679.0,0.1,4476.35
23242950,6.81,681.0,0.1,4476.45
23243496,6.81,681.0,0.1,4476.55
23244045,6.81,681.0,0.1,4476.66
23244590,6.81,681.0,0.1,4476.76
23245134,6.81,681.0,0.1,4476.86
23245679,6.81,681.0,0.1,4476.97
23246225,6.81,681.0,0.1,4477.07
23246770,6.81,681.0,0.1,4477.17
23247315,6.81,681.0,0.1,4477.28
23247863,6.81,681.0,0.1,4477.38
23248409,6.81,681.0,0.1,4477.48
23248961,6.84,684.0,0.1,4477.59
23249506,6.81,681.0,0.1,4477.69
23250051,6.81,681.0,0.1,4477.79
23250596,6.81,681.0,0.1,4477.9
23251141,6.81,681.0,0.1,4478.0
23251686,6.79,679.0,0.1,4478.1
23252232,6.79,679.0,0.1,4478.21
23252777,6.84,684.0,0.1,4478.31
23253322,6.81,681.0,0.1,4478.41
23253871,6.81,681.0,0.1,4478.52
23254420,6.81,681.0,0.1,4478.62
23254968,6.81,681.0,0.1,4478.72
23255513,6.81,681.0,0.1,4478.83
23256057,6.81,681.0,0.1,4478.93
23256603,6.81,681.0,0.1,4479.03
23257149,6.79,679.0,0.1,4479.14
23257694,6.81,681.0,0.1,4479.24
23258240,6.81,681.0,0.1,4479.34
23258785,6.81,681.0,0.1,4479.45
23259333,6.81,681.0,0.1,4479.55
23259879,6.81,681.0,0.1,4479.65
23260427,6.79,679.0,0.1,4479.76
23260975,6.81,681.0,0.1,4479.86
23261520,6.81,681.0,0.1,4479.96
23262065,6.81,681.0,0.1,4480.07
23262611,6.81,681.0,0.1,4480.17
23263157,6.81,681.0,0.1,4480.27
23263702,6.79,679.0,0.1,4480.38
23264250,6.81,681.0,0.1,4480.48
23264795,6.81,681.0,0.1,4480.58
23265340,6.81,681.0,0.1,4480.69
23265886,6.81,681.0,0.1,4480.79
23266434,6.81,681.0,0.1,4480.89
23266981,6.84,684.0,0.1,4481.0
23267527,6.81,681.0,0.1,4481.1
23268073,6.81,681.0,0.1,4481.2
23268619,6.79,679.0,0.1,4481.31
23269167,6.81,681.0,0.1,4481.41
23269711,6.81,681.0,0.1,4481.51
23270257,6.81,681.0,0.1,4481.62
23270802,6.81,681.0,0.1,4481.72
23271348,6.81,681.0,0.1,4481.82
23271892,6.81,681.0,0.1,4481.93
23272441,6.84,684.0,0.1,4482.03
23272989,6.81,681.0,0.1,4482.13
23273535,6.81,681.0,0.1,4482.24
23274084,6.81,681.0,0.1,4482.34
23274629,6.81,681.0,0.1,4482.44
23275173,6.81,681.0,0.1,4482.55
23275718,6.81,681.0,0.1,4482.65
23276264,6.84,684.0,0.1,4482.75
23276809,6.81,681.0,0.1,4482.86
23277355,6.81,681.0,0.1,4482.96
23277899,6.81,681.0,0.1,4483.06
23278448,6.81,681.0,0.1,4483.17
23279006,6.81,681.0,0.11,4483.27
23279551,6.81,681.0,0.1,4483.38
23280096,6.81,681.0,0.1,4483.48
23280642,6.81,681.0,0.1,4483.58
23281186,6.81,681.0,0.1,4483.68
23281732,6.84,684.0,0.1,4483.79
23282277,6.81,681.0,0.1,4483.89
23282823,6.79,679.0,0.1,4483.99
23283368,6.81,681.0,0.1,4484.1
23283913,6.81,681.0,0.1,4484.2
23284465,6.81,681.0,0.1,4484.3
23285010,6.79,679.0,0.1,4484.41
23285558,6.81,681.0,0.1,4484.51
23286104,6.81,681.0,0.1,4484.61
23286648,6.81,681.0,0.1,4484.72
23287194,6.81,681.0,0.1,4484.82
23287739,6.81,681.0,0.1,4484.92
23288285,6.81,681.0,0.1,4485.03
23288830,6.81,681.0,0.1,4485.13
23289378,6.81,681.0,0.1,4485.23
23289924,6.84,684.0,0.1,4485.34
23290472,6.81,681.0,0.1,4485.44
23291017,6.81,681.0,0.1,4485.54
23291566,6.81,681.0,0.1,4485.65
23292110,6.81,681.0,0.1,4485.75
23292656,6.81,681.0,0.1,4485.85
23293202,6.81,681.0,0.1,4485.96
23293747,6.81,681.0,0.1,4486.06
23294296,6.81,681.0,0.1,4486.16
23294840,6.79,679.0,0.1,4486.27
23295385,6.81,681.0,0.1,4486.37
23295931,6.81,681.0,0.1,4486.47
23296479,6.81,681.0,0.1,4486.58
23297025,6.81,681.0,0.1,4486.68
23297572,6.81,681.0,0.1,4486.78
23298118,6.81,681.0,0.1,4486.89
23298664,6.81,681.0,0.1,4486.99
23299212,6.81,681.0,0.1,4487.09
23299758,6.81,681.0,0.1,4487.2
23300302,6.81,681.0,0.1,4487.3
23300847,6.81,681.0,0.1,4487.4
23301393,6.81,681.0,0.1,4487.51
23301938,6.81,681.0,0.1,4487.61
23302487,6.81,681.0,0.1,4487.71
23303031,6.81,681.0,0.1,4487.82
23303580,6.79,679.0,0.1,4487.92
23304129,6.81,681.0,0.1,4488.02
23304674,6.81,681.0,0.1,4488.13
23305219,6.81,681.0,0.1,4488.23
23305763,6.84,684.0,0.1,4488.33
23306309,6.81,681.0,0.1,4488.44
23306854,6.81,681.0,0.1,4488.54
23307400,6.81,681.0,0.1,4488.64
23307944,6.81,681.0,0.1,4488.75
23308490,6.81,681.0,0.1,4488.85
23309041,6.81,681.0,0.1,4488.95
23309588,6.81,681.0,0.1,4489.06
23310134,6.81,681.0,0.1,4489.16
23310679,6.81,681.0,0.1,4489.26
23311223,6.81,681.0,0.1,4489.37
23312089,6.79,679.0,0.16,4489.53
23312633,6.81,681.0,0.1,4489.63
23313178,6.81,681.0,0.1,4489.74
23313723,6.81,681.0,0.1,4489.84
23314269,6.81,681.0,0.1,4489.94
23314813,6.84,684.0,0.1,4490.05
23315361,6.84,684.0,0.1,4490.15
23315910,6.81,681.0,0.1,4490.25
23316456,6.81,681.0,0.1,4490.36
23317005,6.81,681.0,0.1,4490.46
23317550,6.81,681.0,0.1,4490.56
23318094,6.84,684.0,0.1,4490.67
23318640,6.81,681.0,0.1,4490.77
23319185,6.81,681.0,0.1,4490.87
23319731,6.81,681.0,0.1,4490.98
23320275,6.79,679.0,0.1,4491.08
23320821,6.81,681.0,0.1,4491.18
23321370,6.81,681.0,0.1,4491.29
23321921,6.81,681.0,0.1,4491.39
23322467,6.84,684.0,0.1,4491.49
23323012,6.81,681.0,0.1,4491.6
23323556,6.81,681.0,0.1,4491.7
23324102,6.81,681.0,0.1,4491.8
23324647,6.81,681.0,0.1,4491.91
23325193,6.81,681.0,0.1,4492.01
23325739,6.84,684.0,0.1,4492.11
23326283,6.81,681.0,0.1,4492.22
23326829,6.81,681.0,0.1,4492.32
23327380,6.81,681.0,0.1,4492.42
23327928,6.81,681.0,0.1,4492.53
23328474,6.81,681.0,0.1,4492.63
23329018,6.79,679.0,0.1,4492.73
23329564,6.81,681.0,0.1,4492.84
23330109,6.81,681.0,0.1,4492.94
23330655,6.81,681.0,0.1,4493.04
23331201,6.79,679.0,0.1,4493.15
23331746,6.81,681.0,0.1,4493.25
23332294,6.81,681.0,0.1,4493.35
23332839,6.84,684.0,0.1,4493.46
23333388,6.81,681.0,0.1,4493.56
23333933,6.81,681.0,0.1,4493.66
23334480,6.81,681.0,0.1,4493.77
23335026,6.81,681.0,0.1,4493.87
23335572,6.81,681.0,0.1,4493.97
23336117,6.81,681.0,0.1,4494.08
23336663,6.79,679.0,0.1,4494.18
23337211,6.84,684.0,0.1,4494.28
23337756,6.81,681.0,0.1,4494.39
23338302,6.81,681.0,0.1,4494.49
23338847,6.81,681.0,0.1,4494.59
23339395,6.81,681.0,0.1,4494.7
23339940,6.81,681.0,0.1,4494.8
23340488,6.81,681.0,0.1,4494.9
23341034,6.81,681.0,0.1,4495.01
23341580,6.81,681.0,0.1,4495.11
23342128,6.81,681.0,0.1,4495.21
23342673,6.81,681.0,0.1,4495.32
23343218,6.81,681.0,0.1,4495.42
23343763,6.81,681.0,0.1,4495.52
23344309,6.81,681.0,0.1,4495.63
23344854,6.84,684.0,0.1,4495.73
23345402,6.81,681.0,0.1,4495.83
23345948,6.79,679.0,0.1,4495.94
23346496,6.81,681.0,0.1,4496.04
23347045,6.81,681.0,0.1,4496.14
23347590,6.84,684.0,0.1,4496.25
23348134,6.81,681.0,0.1,4496.35
23348680,6.81,681.0,0.1,4496.45
23349225,6.81,681.0,0.1,4496.56
23349771,6.81,681.0,0.1,4496.66
23350316,6.81,681.0,0.1,4496.76
23350861,6.81,681.0,0.1,4496.87
23351407,6.81,681.0,0.1,4496.97
23351956,6.81,681.0,0.1,4497.07
23352507,6.81,681.0,0.1,4497.18
23353052,6.81,681.0,0.1,4497.28
23353596,6.81,681.0,0.1,4497.38
23354142,6.81,681.0,0.1,4497.49
23354687,6.81,681.0,0.1,4497.59
